,JobTitle,Require,Link,Year,Rank
752,Junior/Middle Backend Developer,"PHP,Python,NodeJS,Back-End",https://topdev.vn/viec-lam/junior-middle-backend-developer-permate-global-2030221,2 năm,"Junior,Middle"
771,Support Engineer - Web Apps and Browsers support,"ASP.NET,IT Support,Web Application,ASP.NET Core",https://topdev.vn/viec-lam/support-engineer-web-apps-and-browsers-support-itechwx-2030108,Tất cả kinh nghiệm,All Levels
772,Support Engineer – Azure DevOps support,"ASP.NET,C#,WPF,Winform,Azure",https://topdev.vn/viec-lam/support-engineer-azure-devops-support-itechwx-2030107,Tất cả kinh nghiệm,All Levels
773,MOBILE DEVELOPER FLUTTER FRAMEWORK,"Mobile,Restful Api,Flutter",https://topdev.vn/viec-lam/mobile-developer-flutter-framework-green-agri-2030114,1 năm,"Junior,Middle"
774,PHP (Laravel) up to $1500,"PHP,OOP,JavaScript,Laravel,VueJS",https://topdev.vn/viec-lam/php-laravel-up-to-1500-hopee-2030113,1 năm,"Junior,Middle,Senior"
775,Ruby on Rails Dev up to $1500,"OOP,Ruby on Rails,ReactJS,VueJS,Postgre",https://topdev.vn/viec-lam/ruby-on-rails-dev-up-to-1500-hopee-2030112,1 năm,"Junior,Middle"
776,Support Engineer (Dynamics Customer Engagement/CE),"C++,Java,C#,.NET,IT Support,Web Application",https://topdev.vn/viec-lam/support-engineer-dynamics-customer-engagement-ce-itechwx-2030109,Tất cả kinh nghiệm,All Levels
777,"Technical Owner/Technical Leader (Java, AWS)","Java,Spring,Technical Leader,AWS,Solution Architect",https://topdev.vn/viec-lam/technical-owner-technical-leader-java-aws-yody-fashion-2030117,2 năm,"Middle,Senior"
778,Android Developer (Kotlin/Java),"Android,Java,Kotlin",https://topdev.vn/viec-lam/android-developer-kotlin-java-neo-consulting-2030115,2 năm,Middle
779,Project Manager,Project Manager,https://topdev.vn/viec-lam/project-manager-nakivo-2030146,3 năm,Senior
780,Junior/Senior Unity3D App Developer,"Unity,Unity3d",https://topdev.vn/viec-lam/junior-senior-unity3d-app-developer-taggle-pte-ltd-2030120,2 năm,"Junior,Senior"
781,Quality Control (QC),"Agile,QC,Scrum",https://topdev.vn/viec-lam/quality-control-qc-south-telecom-2030119,Không yêu cầu,Fresher
782,"(Senior) Software Engineer, Quality Control","QC,Tester",https://topdev.vn/viec-lam/senior-software-engineer-quality-control-taptap-2030217,3 năm,Senior
783,BACKEND DEVELOPER (NODEJS),"NodeJS,Back-End",https://topdev.vn/viec-lam/backend-developer-nodejs-apollo-solutions-2030216,2 năm,"Middle,Senior"
784,Bridge Software Engineer (BrSE),"C#,Japanese - N2,BrSE,Bridge SE",https://topdev.vn/viec-lam/bridge-software-engineer-brse-toyo-system-nikkoku-vietnam-2030214,3 năm,Senior
785,Junior ASP.NET Developer,"ASP.NET,ASP.NET Core",https://topdev.vn/viec-lam/junior-asp-net-developer-taggle-pte-ltd-2-2030215,2 năm,Middle
786,HOT Principal Full-stack Engineer,"NodeJS,Full-Stack,ReactJS",https://topdev.vn/viec-lam/principal-full-stack-engineer-younet-group-2030213,3 năm,Senior
787,Senior Mobile Developer (React Native),"Mobile,React Native,TypeScript,NestJS",https://topdev.vn/viec-lam/senior-mobile-developer-react-native-talent-success-2030212,6 năm,Senior
788,"Senior Fullstack Developer (PHP, VueJS)","PHP,Linux,Symfony,Docker,VueJS",https://topdev.vn/viec-lam/senior-fullstack-developer-php-vuejs-talent-success-2030211,6 năm,Senior
789,"Junior Frontend Developer (JavaScript, HTML)","JavaScript,JQuery,HTML,English",https://topdev.vn/viec-lam/junior-frontend-developer-javascript-html-talent-success-2030210,2 năm,"Junior,Middle"
790,HOT Senior QC Engineer (Automation),"Selenium,Appium,Mobile Tester,Web Tester,Automation QC",https://topdev.vn/viec-lam/senior-qc-engineer-automation-younet-group-2030206,4 năm,Senior
791,Senior iOS Developer,"Swift,iOS,Mobile,English",https://topdev.vn/viec-lam/senior-ios-developer-probit-global-2029738,3 năm,Senior
792,Network Security Engineer,"TCP/IP,Network,DNS,Security Engineer",https://topdev.vn/viec-lam/network-security-engineer-skillspar-2029736,1 năm,Junior
793,[HCM] Senior System Analyst,"Java,System Admin,NoSQL,React Native,Business Analyst,Data Analyst",https://topdev.vn/viec-lam/hcm-senior-system-analyst-ntt-data-vietnam-2029685,3 năm,Senior
794,System Admin (Chuyên Viên Quản Trị Hệ Thống),"Linux,System Admin,Web Service",https://topdev.vn/viec-lam/system-admin-chuyen-vien-quan-tri-he-thong-weatherplus-2029843,1 năm,"Junior,Middle"
795,DevOps Engineer (Up to 2500$),"NoSQL,DevOps,AWS,Cloud,Kubernetes",https://topdev.vn/viec-lam/devops-engineer-up-to-2500-cq-tdt-asia-jsc-2029838,5 năm,Senior
796,Senior Front-end Developer (ReactJS),"JavaScript,UX Design,Front-End,Back-End,ReactJS,TypeScript",https://topdev.vn/viec-lam/senior-front-end-developer-reactjs-golden-gate-group-2029818,3 năm,Senior
797,[Middle-Senior] Full-stack Developer (PHP/NodeJS/ Java/JavaScript),"PHP,Java,JavaScript,NodeJS,Full-Stack,HTML & CSS",https://topdev.vn/viec-lam/middle-senior-full-stack-developer-php-nodejs-java-javascript-groove-technology-2029769,3 năm,"Middle,Senior"
798,Technical Project Manager,"Project Manager,Japanese - N3,Software Developer,English - Good",https://topdev.vn/viec-lam/technical-project-manager-laudert-vietnam-2029765,5 năm,Senior
799,QA Manager,QA,https://topdev.vn/viec-lam/qa-manager-leapxpert-2029869,5 năm,Trưởng phòng
800,2D Artist Leader,"Game Design,2D Artist",https://topdev.vn/viec-lam/2d-artist-leader-metamars-2029867,2 năm,Trưởng Nhóm
801,Java Developer (Middle/ Senior),"OOP,Java,Design Patterns,Java Core",https://topdev.vn/viec-lam/java-developer-middle-senior-nextpay-2029846,3 năm,"Middle,Senior"
802,Network Solutions Engineer (Junior/Middle),"Ccna/ CCNP,Vmware,SDN,LAN,WAN",https://topdev.vn/viec-lam/network-solutions-engineer-junior-middle-globaltech-2029845,2 năm,"Junior,Middle"
803,Senior DevOps Engineer,"DevOps,Docker,AWS,Azure,Terraform",https://topdev.vn/viec-lam/senior-devops-engineer-nashtech-2029942,3 năm,Senior
804,[Freelancer/Onsite] Three.js Developer Upto 2000$,"JavaScript,NodeJS,Git,3D Modelling",https://topdev.vn/viec-lam/freelancer-onsite-three-js-developer-upto-2000-cq-tdt-asia-jsc-2029871,1 năm,Junior
805,Software QA Engineer (Manual),"QA,English,Agile & Scrum,Manual Test",https://topdev.vn/viec-lam/software-qa-engineer-manual-cybozu-vietnam-2029948,2 năm,"Middle,Senior"
806,.Net Senior Software Engineer,"AWS,.NET MVC,Azure,.NET Core",https://topdev.vn/viec-lam/net-senior-software-engineer-nashtech-2029944,3 năm,Senior
807,[Hybrid] Senior FS (ReactJS + NodeJS) Developer,"JavaScript,NodeJS,ReactJS,HTML & CSS,Restful Api",https://topdev.vn/viec-lam/hybrid-senior-fs-reactjs-nodejs-developer-xenia-tech-2029955,4 năm,Senior
808,Senior Salesforce Developer,"Software Developer,Salesforce",https://topdev.vn/viec-lam/senior-salesforce-developer-nexle-corporation-2029951,2 năm,Senior
809,Embedded Engineer for AOSP,"Linux,Android,Java,Mobile,Embedded",https://topdev.vn/viec-lam/embedded-engineer-for-aosp-nexle-corporation-2029950,3 năm,Senior
810,Senior SAP DEVELOPER,"Java,NodeJS,SAP",https://topdev.vn/viec-lam/senior-sap-developer-nexle-corporation-2029949,2 năm,Senior
811,Senior Backend Developer,"PHP,MySQL,Laravel",https://topdev.vn/viec-lam/senior-backend-developer-sti-holdings-2029963,2 năm,Senior
812,Senior DevOps Engineer,DevOps,https://topdev.vn/viec-lam/senior-devops-engineer-magnolia-2029959,5 năm,Senior
813,Lead Ruby on Rails Developer,"Ruby on Rails,Ruby",https://topdev.vn/viec-lam/lead-ruby-on-rails-developer-mealsuite-2029966,5 năm,Senior
814,Senior DevOps/ DevOps Leader,"Git,Kubernetes,Cloud Migration Service (AWS,Terraform",https://topdev.vn/viec-lam/senior-devops-devops-leader-sti-holdings-2029965,3 năm,"Trưởng Nhóm,Senior"
815,Senior Data Engineer,"Java,Python,Kubernetes",https://topdev.vn/viec-lam/senior-data-engineer-sti-holdings-2029964,3 năm,Senior
816,Chuyên viên đảm bảo chất lượng phần mềm - Senior Quality Assurance,"QA,Product Planning",https://topdev.vn/viec-lam/chuyen-vien-dam-bao-chat-luong-phan-mem-senior-quality-assurance-globaltech-2029971,3 năm,Senior
817,"Frontend Developer (JavaScript, Angular)","CSS,JavaScript,HTML,Front-End,Angular",https://topdev.vn/viec-lam/frontend-developer-javascript-angular-mealsuite-2029969,3 năm,"Middle,Senior"
818,"Embedded Software Tester C/ C++, Python (from 3 years)","C++,Python,Tester,Embedded",https://topdev.vn/viec-lam/embedded-software-tester-c-c-python-from-3-years-bosch-global-software-technologies-company-limited-2029977,3 năm,"Middle,Senior"
819,"Embedded Software Developer (C/ C++, Android)","Android,C++,Embedded",https://topdev.vn/viec-lam/embedded-software-developer-c-c-android-bosch-global-software-technologies-company-limited-2029976,2 năm,All Levels
820,Big Data Hadoop Developer,"Python,Scala,Hadoop,Kafka",https://topdev.vn/viec-lam/big-data-hadoop-developer-bosch-global-software-technologies-company-limited-2029975,3 năm,"Middle,Senior"
821,[Remote] Fresher/Junior Software Developer,"PHP,C++,JavaScript,VueJS",https://topdev.vn/viec-lam/remote-fresher-junior-software-developer-artlab-2030020,Không yêu cầu,Fresher
822,Trưởng nhóm Lập trình PHP (Laravel),"PHP,JavaScript,Drupal,WordPress,Laravel,CodeIgniter",https://topdev.vn/viec-lam/truong-nhom-lap-trinh-php-laravel-tesla-vietnam-2029980,3 năm,Trưởng Nhóm
823,Senior React Native Developer (Night Shift) - $3900,"JavaScript,React Native,Redux,TypeScript,ES6",https://topdev.vn/viec-lam/senior-react-native-developer-night-shift-3900-saigon-technology-2029979,6 năm,Senior
824,"Fullstack Developer (.NET, ReactJS, Azure) - Upto $2500","JavaScript,C#,.NET,DevOps,Azure",https://topdev.vn/viec-lam/fullstack-developer-net-reactjs-azure-upto-2500-saigon-technology-2029978,4 năm,Senior
825,"03 Frontend Developer (ReactJS, Typescript, HTML5)","Front-End,ReactJS,TypeScript",https://topdev.vn/viec-lam/03-frontend-developer-reactjs-typescript-html5-medici-2030088,2 năm,"Junior,Senior"
826,"DevOps Engineer (AWS, Linux)","DevOps,AWS,System Engineer",https://topdev.vn/viec-lam/devops-engineer-aws-linux-medici-2030085,3 năm,Senior
827,04 Software Engineer (Java/ PHP),"PHP,Java,Laravel 5,Software Engineer",https://topdev.vn/viec-lam/04-software-engineer-java-php-medici-2030084,1 năm,"Junior,Middle"
828,Mobile Developer (iOS/Android/React Native/Flutter),"Android,iOS,Mobile,React Native,Flutter",https://topdev.vn/viec-lam/mobile-developer-ios-android-react-native-flutter-viettel-software-services-2030099,1 năm,"Junior,Middle,Senior"
829,Kỹ sư phát triển phần mềm (Python/C++),"C++,Python,Golang,Software Developer",https://topdev.vn/viec-lam/ky-su-phat-trien-phan-mem-python-c-viettel-software-services-2030098,1 năm,"Junior,Middle,Senior,All Levels"
830,Kỹ sư giải pháp nghiệp vụ,Business Analyst,https://topdev.vn/viec-lam/ky-su-giai-phap-nghiep-vu-viettel-software-services-2030097,2 năm,"Junior,Middle"
831,Business Analyst - CBS Core Banking System,"Agile,Business Analyst,Data Analyst",https://topdev.vn/viec-lam/business-analyst-cbs-core-banking-system-public-bank-vietnam-pbvn-2030104,Tất cả kinh nghiệm,All Levels
832,IT Presales,IT Presales,https://topdev.vn/viec-lam/it-presales-green-agri-2030103,1 năm,Junior
833,QC/ QA Engineer (Eng),"QA,QC,Tester",https://topdev.vn/viec-lam/qc-qa-engineer-eng-cong-ty-co-phan-cong-nghe-fractal-2030101,1 năm,Junior
834,"Fullstack Software Engineer (Java, Angular)","Java,JavaScript,Full-Stack,Angular,Java Spring Boot",https://topdev.vn/viec-lam/fullstack-software-engineer-java-angular-mantu-2030111,3 năm,Senior
835,"Middle/Senior Automation QA (JS, Cypress, English)","JavaScript,English,Restful Api,Manual Test,Automation QA",https://topdev.vn/viec-lam/middle-senior-automation-qa-js-cypress-english-noveo-group-2030207,2 năm,"Middle,Senior"
836,Software Engineer (Chrome Extension/JS/HTML&CSS),"JavaScript,HTML & CSS,Software Developer,Restful Api,TypeScript",https://topdev.vn/viec-lam/software-engineer-chrome-extension-js-html-css-egitech-2030203,1 năm,"Junior,Middle,Senior"
837,QA QC/ Tester (English),"QA,QC,Tester,English",https://topdev.vn/viec-lam/qa-qc-tester-english-hoiio-2030208,1 năm,Junior
838,05 PHP Developers,"PHP,CSS,JavaScript,SQL,HTML",https://topdev.vn/viec-lam/05-php-developers-plott-asean-company-limited-2030205,06 tháng,Fresher
839,Software Developer Specialist,"JavaScript,Sharepoint,React JS,ASP.NET MVC,.NET Core",https://topdev.vn/viec-lam/software-developer-specialist-control-union-viet-nam-2030202,1 năm,"Junior,Middle"
840,Junior Technical Support Specialist,"Technical Support,Salesforce",https://topdev.vn/viec-lam/junior-technical-support-specialist-talent-success-2029718,1 năm,Junior
841,PHP Backend Developer,"PHP,REST API,Laravel,Back-End",https://topdev.vn/viec-lam/php-backend-developer-weatherplus-2029697,2 năm,"Middle,Senior"
842,RPA (Robotic Process Automation) Officer,"English,RPA,RPA using UiPath",https://topdev.vn/viec-lam/rpa-robotic-process-automation-officer-toyota-financial-services-vietnam-2029642,1 năm,"Junior,Middle,Senior"
843,"Software Architect (Tooling, Signon Bonus)","Java,NodeJS,Kotlin",https://topdev.vn/viec-lam/software-architect-tooling-signon-bonus-talent-success-2029726,3 năm,Senior
844,"Senior Backend Engineer (NodeJS, Signon Bonus)","Agile,NodeJS,Back-End,TypeScript",https://topdev.vn/viec-lam/senior-backend-engineer-nodejs-signon-bonus-talent-success-2029724,5 năm,Senior
845,"Senior Backend Engineer (Java, Signon Bonus)","Back-End,Java Spring,Kotlin,TypeScript",https://topdev.vn/viec-lam/senior-backend-engineer-java-signon-bonus-talent-success-2029721,5 năm,Senior
846,Fullstack Engineer (Sign-on Bonus Available),"Java,NodeJS,ReactJS",https://topdev.vn/viec-lam/fullstack-engineer-sign-on-bonus-available-talent-success-2029720,3 năm,"Middle,Senior"
847,Integration Engineer (Sign-on Bonus Available),"Agile,Scrum,Web Service",https://topdev.vn/viec-lam/integration-engineer-sign-on-bonus-available-talent-success-2029719,2 năm,Middle
848,Phân tích nghiệp vụ (BA),"Agile,Business Analyst,Waterfall",https://topdev.vn/viec-lam/phan-tich-nghiep-vu-ba-trung-tam-cong-nghe-thong-tin-mobifone-2029830,2 năm,Middle
849,Lập trình viên Java,"Agile,Java,Scrum,Java Spring Boot",https://topdev.vn/viec-lam/lap-trinh-vien-java-trung-tam-cong-nghe-thong-tin-mobifone-2029829,1 năm,Junior
850,02 BrSE – Kĩ sư cầu nối tiếng Nhật,BrSE,https://topdev.vn/viec-lam/02-brse-ki-su-cau-noi-tieng-nhat-mbase-vietnam-2029802,2 năm,Middle
851,Tester,"SQL,Tester,Agile & Scrum,QA/QC",https://topdev.vn/viec-lam/tester-t-c-logistics-2029733,3 năm,"Middle,Senior"
852,Data Scientist (Senior/Lead),"Machine Learning,Data Science",https://topdev.vn/viec-lam/data-scientist-senior-lead-momo-2029927,4 năm,Senior
853,[Middle-Senior] iOS Developer (Remote Work),"Swift,iOS,Git,Mobile,xCode,English - Good,Cocoa Touch",https://topdev.vn/viec-lam/middle-senior-ios-developer-remote-work-quick-suite-trading-2029840,2 năm,"Middle,Senior"
854,"3D Game Artist (English, Figma)","Game Design,UI Design,3D Modelling",https://topdev.vn/viec-lam/3d-game-artist-english-figma-brickmate-group-2029831,2 năm,"Junior,Middle"
855,Senior .Net Developers,"ASP.NET,.NET,SQL Server,Entity Framework",https://topdev.vn/viec-lam/senior-net-developers-niteco-vietnam-co-ltd-2029931,4 năm,Senior
856,"Fullstack Developers (NodeJS, ReactJS)","JavaScript,XML,Full-Stack,Design Patterns,Web Service",https://topdev.vn/viec-lam/fullstack-developers-nodejs-reactjs-niteco-vietnam-co-ltd-2029930,3 năm,"Middle,Senior"
857,Senior Tester,"Tester,Manual Test",https://topdev.vn/viec-lam/senior-tester-momo-2029929,4 năm,Senior
858,"Senior Software Engineer (Java, Go, Python)","Java,Python,Golang,Software Engineer",https://topdev.vn/viec-lam/senior-software-engineer-java-go-python-momo-2029928,4 năm,Senior
859,Cobol Developer,"SQL,Unix,COBOL",https://topdev.vn/viec-lam/cobol-developer-dai-ichi-life-viet-nam-2029935,3 năm,"Middle,Senior"
860,Senior Developer (Java/ .Net),"ASP.NET,Java,.NET,ASP.NET Core,Entity Framework",https://topdev.vn/viec-lam/senior-developer-java-net-dai-ichi-life-viet-nam-2029934,3 năm,Senior
861,Senior Business Analysis,"MySQL,Business Analyst",https://topdev.vn/viec-lam/senior-business-analysis-dai-ichi-life-viet-nam-2029933,3 năm,Senior
862,Senior Project Manager,"Agile,Project Manager,English",https://topdev.vn/viec-lam/senior-project-manager-niteco-vietnam-co-ltd-2029932,5 năm,Trưởng phòng
863,Senior UI UX Designer,"UX/UI Design,Illustrator",https://topdev.vn/viec-lam/senior-ui-ux-designer-lotte-data-communication-2029943,5 năm,Senior
864,Java Developer,"Java,Spring,Java EE",https://topdev.vn/viec-lam/java-developer-lotte-data-communication-2029941,2 năm,Middle
865,DevOps Engineer,"Linux,Python,Docker,Azure,Kubernetes",https://topdev.vn/viec-lam/devops-engineer-vinbrain-2029940,1 năm,"Junior,Middle"
866,DEVELOPMENT PROJECT MANAGER,Project Manager,https://topdev.vn/viec-lam/development-project-manager-mmq-consultancy-2029936,2 năm,Trưởng phòng
867,Senior Manual QC Engineer,"QC,Performance Testing,Manual Test,Manual Tester,Mobile Tester,Web Tester",https://topdev.vn/viec-lam/senior-manual-qc-engineer-one-mount-group-2030192,3 năm,"Middle,Senior"
868,(HÀ NỘI) ĐÀO TẠO JAVA & REACT MIỄN PHÍ + THỰC TẬP CÓ LƯƠNG!! [KITS 2023],"Java,Front-End,Back-End",https://topdev.vn/viec-lam/ha-noi-dao-tao-java-react-mien-phi-thuc-tap-co-luong-kits-2023-korea-it-school-national-it-industry-promotion-agency-s-hanoi-office-project-2030200,Không yêu cầu,"Fresher,Intern"
869,Senior .NET Developer,"C#,.NET",https://topdev.vn/viec-lam/senior-net-developer-atech-2030195,3 năm,Senior
870,.NET (Winform) Developer,".NET,WPF,Winform",https://topdev.vn/viec-lam/net-winform-developer-thl-one-2030196,1 năm,Junior
871,Project Manager,Project Manager,https://topdev.vn/viec-lam/project-manager-fpt-information-system-2030198,1 năm,"Junior,Middle,Senior"
872,BRIDGE SYSTEM ENGINEER (JAPANESE N2~),"JavaScript,BrSE,Japanese ( N1 Or N2),HTML & CSS",https://topdev.vn/viec-lam/bridge-system-engineer-japanese-n2-lig-technologies-vietnam-2030197,3 năm,Senior
873,"Frontend Developer [ReactJS | JavaScript] – (HCM, Dalat)","OOP,JavaScript,Front-End,ReactJS,VueJS,Angular,TypeScript",https://topdev.vn/viec-lam/frontend-developer-reactjs-javascript-hcm-dalat-titan-technology-corporation-2030185,2 năm,"Middle,Senior"
874,Senior QC Engineer,QC,https://topdev.vn/viec-lam/senior-qc-engineer-reeracoen-vietnam-co-ltd-2029674,4 năm,Senior
875,IT - Chuyên viên Kiểm toán công nghệ (IT Auditor),"QA/QC,IT Auditor",https://topdev.vn/viec-lam/it-chuyen-vien-kiem-toan-cong-nghe-it-auditor-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2029668,2 năm,"Junior,Middle,Senior"
876,[Remote Fulltime] Senior .NET Developer (C#),"C#,SQL,.NET,Back-End,Cloud,Firmware,gRPC",https://topdev.vn/viec-lam/remote-fulltime-senior-net-developer-c-cong-ty-tnhh-retail-hero-vietnam-2029659,5 năm,"Trưởng Nhóm,Senior"
877,"Fullstack .Net Developer (ASP.NET, jQuery)","ASP.NET,JavaScript,C#,MVC,SQL",https://topdev.vn/viec-lam/fullstack-net-developer-asp-net-jquery-talent-success-2029654,3 năm,"Middle,Senior"
878,IT Business Analyst,"Agile,English,Business Analyst,Technical Writer",https://topdev.vn/viec-lam/it-business-analyst-talent-success-2029653,2 năm,Middle
879,Senior Software Engineer (Java),"Oracle,Java,SQL,Spring",https://topdev.vn/viec-lam/senior-software-engineer-java-talent-success-2029696,3 năm,Senior
880,DevOps Engineer (AWS),"DevOps,Docker,AWS,CI/CD,Kubernetes",https://topdev.vn/viec-lam/devops-engineer-aws-talent-success-2029695,3 năm,"Middle,Senior"
881,[Full remote/Web]Front-end Lead Software Engineer (Angular/ReactJS/VueJS),"Front-End,ReactJS,VueJS,Angular",https://topdev.vn/viec-lam/full-remote-web-front-end-lead-software-engineer-angular-reactjs-vuejs-reeracoen-vietnam-co-ltd-2029676,5 năm,Trưởng Nhóm
882,Full-Stack Developer (NodeJS/React/AWS),"NodeJS,Full-Stack,VueJS",https://topdev.vn/viec-lam/full-stack-developer-nodejs-react-aws-reeracoen-vietnam-co-ltd-2029675,2 năm,Middle
883,Software Engineering Intern,"JavaScript,Python,Restful Api",https://topdev.vn/viec-lam/software-engineering-intern-talent-success-2029706,Không yêu cầu,Intern
884,Backend Engineer (Fresh/Junior),"Python,Back-End",https://topdev.vn/viec-lam/backend-engineer-fresh-junior-talent-success-2029705,Không yêu cầu,"Fresher,Junior"
885,Product Engineering Manager,Product Manager,https://topdev.vn/viec-lam/product-engineering-manager-talent-success-2029704,3 năm,Trưởng phòng
886,UX/UI Designer,"UX/UI Design,Photoshop,Illustrator,Sketch,After Effect,Designer,Adobe XD",https://topdev.vn/viec-lam/ux-ui-designer-permate-global-2029701,2 năm,Middle
887,QA/QC (TESTER),"Tester,QA/QC",https://topdev.vn/viec-lam/qa-qc-tester-permate-global-2029699,2 năm,Middle
888,Technical Product Manager,"Project Manager,English",https://topdev.vn/viec-lam/technical-product-manager-talent-success-2029711,4 năm,Trưởng phòng
889,DevOps Engineer (Junior),"DevOps,AWS,SRE",https://topdev.vn/viec-lam/devops-engineer-junior-talent-success-2029710,1 năm,Junior
890,Test Lead,"REST API,Web Tester",https://topdev.vn/viec-lam/test-lead-talent-success-2029709,3 năm,Trưởng Nhóm
891,Test Engineer,"English,Mobile Tester,Web Tester",https://topdev.vn/viec-lam/test-engineer-talent-success-2029708,1 năm,"Fresher,Junior"
892,Backend Engineer (Middle/Senior),"MySQL,Python,Nginx,Back-End",https://topdev.vn/viec-lam/backend-engineer-middle-senior-talent-success-2029707,2 năm,"Middle,Senior"
893,Mobile Engineer (React Native),"Android,iOS,Mobile,React Native",https://topdev.vn/viec-lam/mobile-engineer-react-native-talent-success-2029716,1 năm,Junior
894,Frontend Engineer (Middle/Senior),"CSS,JavaScript,HTML,Front-End,ReactJS",https://topdev.vn/viec-lam/frontend-engineer-middle-senior-talent-success-2029715,2 năm,"Middle,Senior"
895,Frontend Engineer (Fresh/Junior),"JavaScript,Front-End",https://topdev.vn/viec-lam/frontend-engineer-fresh-junior-talent-success-2029714,Không yêu cầu,"Fresher,Junior"
896,DevOps Engineer (Senior),"DevOps,AWS,SRE",https://topdev.vn/viec-lam/devops-engineer-senior-talent-success-2029713,3 năm,Senior
897,UI Designer (Senior/Team Lead),"Photoshop,Illustrator,Sketch,UI Design",https://topdev.vn/viec-lam/ui-designer-senior-team-lead-talent-success-2029712,4 năm,"Trưởng Nhóm,Senior"
898,DevOps Engineer,"DevOps,CI/CD",https://topdev.vn/viec-lam/devops-engineer-laidon-group-2029826,1 năm,Junior
899,Lập trình viên (ReactJS/VueJS/Angular),"Front-End,ReactJS,VueJS,Angular",https://topdev.vn/viec-lam/lap-trinh-vien-reactjs-vuejs-angular-trung-tam-noi-soi-chan-doan-benh-ly-tieu-hoa-doctor-check-2029801,1 năm,Junior
900,Technical Leader (.NET) – Salary Up to $3500,"ASP.NET,C#,.NET,Docker,Technical Leader,AWS,Azure,.NET Core,Kubernetes",https://topdev.vn/viec-lam/technical-leader-net-salary-up-to-3500-fpt-software-2029796,8 năm,Trưởng Nhóm
901,UX Designer,"UX/UI Design,UX Design",https://topdev.vn/viec-lam/ux-designer-damda-co-ltd-2029781,3 năm,Senior
902,5 Lập Trình Viên Java Backend,"Java,Back-End",https://topdev.vn/viec-lam/5-lap-trinh-vien-java-backend-arch-viet-nam-2029898,2 năm,"Junior,Middle,Senior"
903,Technical Manager,"Agile,Project Manager,NoSQL,Technical Leader,Scrum",https://topdev.vn/viec-lam/technical-manager-sanbul-solutions-2029894,3 năm,"Trưởng Nhóm,Senior"
904,NHÂN VIÊN/ CHUYÊN VIÊN GIÁM SÁT AN NINH THÔNG TIN,"Oracle,Security Engineer,Cybersecurity",https://topdev.vn/viec-lam/nhan-vien-chuyen-vien-giam-sat-an-ninh-thong-tin-ngan-hang-tmcp-sai-gon-scb-2029828,3 năm,"Middle,Senior"
905,Assistant Bridge Project Manager (Assistant BPM),IT Communicator,https://topdev.vn/viec-lam/assistant-bridge-project-manager-assistant-bpm-vitalify-asia-cong-ty-tnhh-vitalify-a-chau-2029906,Tất cả kinh nghiệm,All Levels
906,Flutter Developer,Flutter,https://topdev.vn/viec-lam/flutter-developer-vitalify-asia-cong-ty-tnhh-vitalify-a-chau-2029904,1 năm,"Middle,Senior"
907,[Hanoi] Development Project Manager,"Project Leader,Problem Solving Skill,Software Developer,English - Good",https://topdev.vn/viec-lam/hanoi-development-project-manager-ntt-data-vietnam-2029910,5 năm,Trưởng phòng
908,[Hanoi] Test Leader,"English,Software,Problem Solving Skill,Automation Tester,Quality Analyst",https://topdev.vn/viec-lam/hanoi-test-leader-ntt-data-vietnam-2029907,3 năm,Trưởng Nhóm
909,Senior Frontend Developer (React/VueJS/Angular),"Front-End,ReactJS,VueJS,Angular",https://topdev.vn/viec-lam/senior-frontend-developer-react-vuejs-angular-nfq-2029913,4 năm,Senior
910,Senior PHP Developer,"PHP,CI/CD",https://topdev.vn/viec-lam/senior-php-developer-nfq-2029912,3 năm,Senior
911,Senior Project Manager,Project Manager,https://topdev.vn/viec-lam/senior-project-manager-nfq-2029911,5 năm,Senior
912,[Fresher/Junior/Middle] - SQA / Tester Engineer,"Automation Tester,SQA,Test Engineer,English Skills",https://topdev.vn/viec-lam/fresher-junior-middle-sqa-tester-engineer-total-software-bank-vietnam-tsb-vn-2029916,Không yêu cầu,Fresher
913,Back-end Leader,"NodeJS,Back-End,Docker,Technical Leader,AWS",https://topdev.vn/viec-lam/back-end-leader-persol-career-tech-studio-vietnam-2029999,2 năm,Trưởng Nhóm
914,"Unity Game Developer (iOS, Android, PC)","Unity,Unity3d,Game Developer,Unity2D",https://topdev.vn/viec-lam/unity-game-developer-ios-android-pc-cong-ty-tnhh-thankslab-viet-nam-2029925,3 năm,Senior
915,"Web Developer (PHP, Node.js)","PHP,HTML5,JavaScript,MySQL,NodeJS",https://topdev.vn/viec-lam/web-developer-php-node-js-cong-ty-tnhh-thankslab-viet-nam-2029921,2 năm,Nhân viên
916,Linux DevOps Engineer (Junior/ Middle/ Senior),"PHP,Linux,MySQL,CodeIgniter,DevOps,Web Developer",https://topdev.vn/viec-lam/linux-devops-engineer-junior-middle-senior-cong-ty-tnhh-thankslab-viet-nam-2029919,1 năm,"Junior,Middle,Senior"
917,"Front-end Developer (JavaScript, ReactJS/ Angular/ VueJS)","JavaScript,Front-End,ReactJS,VueJS,Angular",https://topdev.vn/viec-lam/front-end-developer-javascript-reactjs-angular-vuejs-pixelz-2030190,5 năm,Senior
918,UX/UI Designer,UX/UI Design,https://topdev.vn/viec-lam/ux-ui-designer-atech-2030194,2 năm,"Middle,Senior"
