,JobTitle,Require,Link,Year,Rank
919,[Fulltime & Part-time] Unity Developer Intern,"Unity,Game",https://topdev.vn/viec-lam/fulltime-part-time-unity-developer-intern-rocket-game-studio-2029755,Không yêu cầu,"Fresher,Intern"
920,"Web Developer (PHP, VueJS, Wordpress)","PHP,JavaScript,WordPress,VueJS",https://topdev.vn/viec-lam/web-developer-php-vuejs-wordpress-suga-2029764,1 năm,Junior
921,Fresher/Junior Unity Game Developer,"Unity,Game,Game Mobile",https://topdev.vn/viec-lam/fresher-junior-unity-game-developer-imba-games-2029762,03 tháng,"Fresher,Junior,Senior"
922,Software Developer (ReactJS),"AWS,React JS,Java EE",https://topdev.vn/viec-lam/software-developer-reactjs-cube-system-vietnam-co-ltd-2029761,3 năm,Senior
923,[Middle-Senior] Android Developer,"Android,Java,Kotlin",https://topdev.vn/viec-lam/middle-senior-android-developer-apero-studio-game-2029766,2 năm,Middle
924,PHP Developer,"PHP,JavaScript,HTML & CSS",https://topdev.vn/viec-lam/php-developer-xuat-nhap-khau-viet-han-2029806,06 tháng,"Fresher,Junior"
925,Project Leader/ Technical Leader,"Project Manager,NodeJS,Project Leader,Technical Leader,VueJS",https://topdev.vn/viec-lam/project-leader-technical-leader-nec-vietnam-2029794,6 năm,"Trưởng phòng,Trưởng Nhóm"
926,Senior Software Programmer (Senior Java Developer),"CSS,Java,JavaScript,HTML,JavaEE",https://topdev.vn/viec-lam/senior-software-programmer-senior-java-developer-ntt-data-vietnam-2029793,2 năm,"Middle,Senior"
927,Product Owner,Product Owner,https://topdev.vn/viec-lam/product-owner-cong-ty-tnhh-codelink-2029816,4 năm,Senior
928,Project Manager,"Agile,Project Manager",https://topdev.vn/viec-lam/project-manager-mobicast-2029815,3 năm,Senior
929,HO - Khối CNTT - Chuyên viên Phát triển Ứng dụng Thẻ,"Oracle,Java",https://topdev.vn/viec-lam/ho-khoi-cntt-chuyen-vien-phat-trien-ung-dung-the-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2029881,1 năm,Junior
930,"Chuyên Viên Tích hợp Dữ Liệu (SQL, NoSQL, ETL)","Java,SQL,NoSQL,ETL,Kafka",https://topdev.vn/viec-lam/chuyen-vien-tich-hop-du-lieu-sql-nosql-etl-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2029878,1 năm,Junior
931,Backend Developer (NodeJS),"NodeJS,MongoDB,Back-End,NextJS,GraphQL",https://topdev.vn/viec-lam/backend-developer-nodejs-green-agri-2029899,1 năm,"Junior,Middle"
932,HO - Phòng Nghiên cứu Giải pháp Công nghệ - Chuyên viên Phân tích Nghiệp vụ (Business Analyst),"Product,Business Analyst",https://topdev.vn/viec-lam/ho-phong-nghien-cuu-giai-phap-cong-nghe-chuyen-vien-phan-tich-nghiep-vu-business-analyst-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2029887,2 năm,"Junior,Middle,Senior"
933,Agile Coach - Scrum Master,"Agile & Scrum,Scrum Master",https://topdev.vn/viec-lam/agile-coach-scrum-master-woowa-brothers-2030007,3 năm,Senior
934,"[Middle level] Full-stack Developer (.NET, Angular) | Up to $1500","C#,.NET,Full-Stack,Angular,.NET Core",https://topdev.vn/viec-lam/middle-level-full-stack-developer-net-angular-up-to-1500-atman-vina-2029905,2 năm,Middle
935,"Android Developer (Android SDK, Java/Kotlin)","Android,Java,Kotlin",https://topdev.vn/viec-lam/android-developer-android-sdk-java-kotlin-sysvpn-2029903,1 năm,"Junior,Middle"
936,DevOps (AWS/Docker/Kubernetes),"DevOps,Docker,AWS,Kubernetes",https://topdev.vn/viec-lam/devops-aws-docker-kubernetes-green-agri-2029900,1 năm,"Junior,Middle"
937,Back-end Engineer (Python/Scala),"Python,Back-End,Scala,Software Developer",https://topdev.vn/viec-lam/back-end-engineer-python-scala-parcel-perform-2030065,2 năm,Middle
938,Data Engineer,"MySQL,Python,Data Engineer",https://topdev.vn/viec-lam/data-engineer-parcel-perform-2030064,5 năm,Senior
939,Mid/Senior Security Compliance Specialist,"Cybersecurity,System Security",https://topdev.vn/viec-lam/mid-senior-security-compliance-specialist-woowa-brothers-2030009,3 năm,Senior
940,Senior Product Manager,"Product Manager,Product Owner",https://topdev.vn/viec-lam/senior-product-manager-woowa-brothers-2030008,5 năm,Trưởng phòng
941,Service Desk Analyst/Engineer ~ Up to $1500,"IT Helpdesk,Server,IT Infrastructure,DNS",https://topdev.vn/viec-lam/service-desk-analyst-engineer-up-to-1500-code88-2030080,3 năm,Senior
942,Software QA Automation Engineer ~ Up to $2000,"QA,Automation Tester",https://topdev.vn/viec-lam/software-qa-automation-engineer-up-to-2000-code88-2030079,2 năm,Middle
943,"Android Developer (Java, Kotlin)","Android,Java,Kotlin",https://topdev.vn/viec-lam/android-developer-java-kotlin-vpdd-mobile-health-2030078,2 năm,Middle
944,Manual QA Engineer,"QA,Manual",https://topdev.vn/viec-lam/manual-qa-engineer-parcel-perform-2030066,2 năm,"Middle,Senior"
945,Quality Assurance,"SQL,QA",https://topdev.vn/viec-lam/quality-assurance-mcredit-2030086,2 năm,Middle
946,IOS Developer,"Swift,iOS,Objective-C,xCode,UIkit",https://topdev.vn/viec-lam/ios-developer-mcredit-2030083,2 năm,Middle
947,[ENG] [PROJECT MANAGER],Project Manager,https://topdev.vn/viec-lam/eng-project-manager-cong-ty-co-phan-cong-nghe-fractal-2030082,06 tháng,Junior
948,Java Web Developer (Java Core/Spring/ReactJS) ~ Up to $3000,"Java,ReactJS,Spring,Core Java 8",https://topdev.vn/viec-lam/java-web-developer-java-core-spring-reactjs-up-to-3000-code88-2030081,1 năm,"Junior,Middle"
949,Senior Business Analyst (English) ~ Up to $3000,"English,Business Analyst",https://topdev.vn/viec-lam/senior-business-analyst-english-up-to-3000-fpt-software-2030092,3 năm,Senior
950,2D Digital Drawing Artist Up To ~$1200 (Game Designer),"2D Artist,Unity2D",https://topdev.vn/viec-lam/2d-digital-drawing-artist-up-to-1200-game-designer-nexcel-solutions-2030091,2 năm,Middle
951,Android Developer,"Android,Java,Mobile,Kotlin",https://topdev.vn/viec-lam/android-developer-vitalify-asia-cong-ty-tnhh-vitalify-a-chau-2030089,3 năm,Senior
952,Junior/Senior 3D Game Modelers,"Game,Photoshop,3D Artist,3D Max,3D Modelling",https://topdev.vn/viec-lam/junior-senior-3d-game-modelers-cong-ty-tnhh-thankslab-viet-nam-2030095,1 năm,"Junior,Senior"
953,Bridge Software Engineer (BrSE),"Japanese - N2,BrSE,Bridge SE",https://topdev.vn/viec-lam/bridge-software-engineer-brse-cong-ty-tnhh-thankslab-viet-nam-2030094,2 năm,"Junior,Middle"
954,.NET Developer,".NET,AWS,Azure",https://topdev.vn/viec-lam/net-developer-cong-ty-tnhh-saritasa-viet-nam-2030093,3 năm,Middle
955,(Senior) Cloud/ DevOps Engineer,"DevOps,AWS,Cloud,CI/CD,Site Reliability,Terraform",https://topdev.vn/viec-lam/senior-cloud-devops-engineer-cloud-kinetics-2029778,5 năm,Senior
956,Senior Java Developer (up to $2500),"J2EE,Java,MySQL,JPA,Java Spring Boot",https://topdev.vn/viec-lam/senior-java-developer-up-to-2500-pinetree-2029773,4 năm,"Middle,Senior"
957,Data Engineer,"SQL,Python,API,ETL,Kafka",https://topdev.vn/viec-lam/data-engineer-yes4all-trading-services-company-limited-2029807,1 năm,"Middle,Senior"
958,[All Levels] LẬP TRÌNH VIÊN NODEJS,"JavaScript,NodeJS",https://topdev.vn/viec-lam/all-levels-lap-trinh-vien-nodejs-firefly-innovative-izihelp-2029897,Tất cả kinh nghiệm,All Levels
960,Blockchain Developers,"JavaScript,Python,NodeJS,REST API,Full-Stack,ReactJS,Blockchain,TypeScript",https://topdev.vn/viec-lam/blockchain-developers-infinium-research-2029680,3 năm,Senior
961,PHP Developer,"JavaScript,MySQL,WordPress,Laravel,HTML & CSS",https://topdev.vn/viec-lam/php-developer-quape-2029679,3 năm,Senior
962,[HCM] Senior Golang Engineer,"MySQL,Golang,Back-End,PostgreSql",https://topdev.vn/viec-lam/hcm-senior-golang-engineer-talent-success-2029690,5 năm,Senior
963,[Senior/Leader] Visual/Graphic/UX/UI Designer,"Illustrator,Sketch,UX Design,Graphic Design,UI Design,Visual Designer",https://topdev.vn/viec-lam/senior-leader-visual-graphic-ux-ui-designer-fpt-information-system-2029734,3 năm,"Trưởng Nhóm,Senior"
964,IT System,"Linux,English,Vmware,IT System,Chinese",https://topdev.vn/viec-lam/it-system-cathay-life-2029694,06 tháng,Junior
965,Application Monitoring Engineer (Data Analysis),"System Admin,Technical Support,Data Analyst",https://topdev.vn/viec-lam/application-monitoring-engineer-data-analysis-ekino-vietnam-2029693,2 năm,"Middle,Senior"
966,Mobile Developer (Android),"Android,Mobile,Back-End",https://topdev.vn/viec-lam/mobile-developer-android-ryon-2029691,1 năm,Junior
967,[Fresher] Lập trình viên C/C++ up to $1000,"Linux,OOP,MySQL,SQL Server,C/C++",https://topdev.vn/viec-lam/fresher-lap-trinh-vien-c-c-up-to-1000-bkav-2029771,Không yêu cầu,"Fresher,Junior"
968,"Specialist/ Supervisor, Java Software Engineer","Java,JavaScript,REST API,Back-End,Java Spring",https://topdev.vn/viec-lam/specialist-supervisor-java-software-engineer-chubb-life-vietnam-2029768,2 năm,"Trưởng Nhóm,Junior,Middle,Senior"
969,Professional Software Tester,"English,Manual Test,Manual Tester",https://topdev.vn/viec-lam/professional-software-tester-adnovum-2029767,Tất cả kinh nghiệm,Middle
970,PHP Developer,"PHP,Laravel,VueJS",https://topdev.vn/viec-lam/php-developer-syno-international-vietnam-2029740,1 năm,Junior
971,Thực tập sinh Salesforce,Salesforce,https://topdev.vn/viec-lam/thuc-tap-sinh-salesforce-ngs-digital-2030032,06 tháng,"Intern,Junior"
972,Middle Backend Developer (NodeJS/NestJS),"NodeJS,REST API,Back-End,NestJS",https://topdev.vn/viec-lam/middle-backend-developer-nodejs-nestjs-sstech-company-2029671,2 năm,"Middle,Senior"
973,Trưởng Nhóm Quản Trị Hệ Thống (System Admin),"Linux,System Admin,Web Service,TCP/IP,CCNA",https://topdev.vn/viec-lam/truong-nhom-quan-tri-he-thong-system-admin-cong-ty-co-phan-cong-nghe-so-thien-quang-2029621,3 năm,"Trưởng phòng,Trưởng Nhóm,Senior"
974,Cloud DevOps Engineer (Azure),"DevOps,Azure,CI/CD,Kubernetes",https://topdev.vn/viec-lam/cloud-devops-engineer-azure-netcompany-2029730,1 năm,"Junior,Middle,Senior"
975,Senior QA QC / Tester (Manual & Automation),"JavaScript,QA,QC,Tester,Automation Tester,Manual Tester",https://topdev.vn/viec-lam/senior-qa-qc-tester-manual-automation-dikshatek-2029729,5 năm,Senior
976,Front-end Developer (ReactJS/ JavaScript / TypeScript) (Senior/Lead),"JavaScript,Front-End,ReactJS,TypeScript",https://topdev.vn/viec-lam/front-end-developer-reactjs-javascript-typescript-senior-lead-dikshatek-2029727,3 năm,"Trưởng Nhóm,Senior"
977,PHP Developer,"PHP,Laravel,FuelPHP",https://topdev.vn/viec-lam/php-developer-dac-data-technology-vietnam-danang-office-2029722,3 năm,Senior
978,Senior Software Engineer,"NodeJS,ReactJS,Software Developer,TypeScript,NestJS",https://topdev.vn/viec-lam/senior-software-engineer-xtracta-2029804,5 năm,Senior
979,.Net Developer (Middle/Senior),"JavaScript,C#,HTML & CSS,ASP.NET MVC,.NET Core",https://topdev.vn/viec-lam/net-developer-middle-senior-f88-business-jsc-2029803,2 năm,"Middle,Senior"
980,"NHÂN VIÊN LẬP TRÌNH (C#, .NET, SQL)","C#,SQL,.NET,Software Developer",https://topdev.vn/viec-lam/nhan-vien-lap-trinh-c-net-sql-linkq-2029732,1 năm,Junior
981,Network and System Engineer,System Engineer,https://topdev.vn/viec-lam/network-and-system-engineer-dikshatek-2029731,1 năm,Junior
982,Frontend Developer for Generative AI Product (chat GPT like) - Remote/Hanoi/Saigon - [FT],"CSS,Python,NodeJS,HTML,Golang,AI,React,NextJS",https://topdev.vn/viec-lam/frontend-developer-for-generative-ai-product-chat-gpt-like-remote-hanoi-saigon-ft-cnext-2029847,3 năm,"Middle,Senior"
983,Intermediate Front-end Software Developer (Angular),"Front-End,Angular",https://topdev.vn/viec-lam/intermediate-front-end-software-developer-angular-favie-tech-2030024,2 năm,Middle
984,Senior Java Developer,Java,https://topdev.vn/viec-lam/senior-java-developer-cong-ty-tnhh-persol-process-technology-viet-nam-2029889,3 năm,Senior
985,Business Analyst,Business Analyst,https://topdev.vn/viec-lam/business-analyst-south-telecom-2029797,2 năm,Middle
986,Magento Developer,"PHP,Magento",https://topdev.vn/viec-lam/magento-developer-cb-i-digital-2029795,2 năm,"Trưởng Nhóm,Junior,Senior"
987,"Web Developer (.NET, PHP, Java)","PHP,Java,.NET",https://topdev.vn/viec-lam/web-developer-net-php-java-viettel-idc-2029892,Tất cả kinh nghiệm,All Levels
988,Junior NodeJS/ ReactJS Developer,"MySQL,NodeJS,ReactJS",https://topdev.vn/viec-lam/junior-nodejs-reactjs-developer-cong-ty-co-phan-cong-nghe-giao-duc-thanh-phat-2029890,1 năm,"Junior,Middle"
989,DevOps Engineer (All Levels),"Java,Python,DevOps",https://topdev.vn/viec-lam/devops-engineer-all-levels-topdev-s-client-2030172,Không yêu cầu,Fresher
990,[Junior / Senior] Product Executive,"UX/UI Design,Product Manager,Business Analyst",https://topdev.vn/viec-lam/junior-senior-product-executive-topdev-s-client-2030170,1 năm,"Junior,Middle,Senior"
991,Chuyên viên thiết kế và quản lý UI/UX (All Levels),"UX/UI Design,Product Owner",https://topdev.vn/viec-lam/chuyen-vien-thiet-ke-va-quan-ly-ui-ux-all-levels-topdev-s-client-2030167,Không yêu cầu,Fresher
992,Back-end Developer (Python/ PHP/ NodeJS/ Java),"PHP,OOP,Java,SQL,Python,NodeJS,Back-End",https://topdev.vn/viec-lam/back-end-developer-python-php-nodejs-java-permate-global-2029700,2 năm,Middle
993,WordPress Developer (All Levels),"PHP,JavaScript,WordPress",https://topdev.vn/viec-lam/wordpress-developer-all-levels-topdev-s-client-2030164,1 năm,Junior
994,Business Analyst (Jr/Sr),Business Analyst,https://topdev.vn/viec-lam/business-analyst-jr-sr-permate-global-2029698,3 năm,"Junior,Senior"
995,"Front-End Developer (JavaScript, ReactJS)","JavaScript,Front-End,ReactJS",https://topdev.vn/viec-lam/front-end-developer-javascript-reactjs-dudaji-2029780,1 năm,"Junior,Middle"
996,[Middle/Senior] Ruby Developer ~ $2000 - $3000,Ruby on Rails,https://topdev.vn/viec-lam/middle-senior-ruby-developer-2000-3000-cong-ty-co-phan-weploy-vietnam-2029775,3 năm,"Middle,Senior"
997,"PHP Developer (Laravel, CakePHP, EC Cube)","PHP,CakePHP,Laravel,Symfony,Back-End,CRM",https://topdev.vn/viec-lam/php-developer-laravel-cakephp-ec-cube-anyses-2029640,3 năm,Middle
998,UI/UX Designer,"UX/UI Design,Photoshop,Illustrator,Sketch",https://topdev.vn/viec-lam/ui-ux-designer-apollo-solutions-2029614,3 năm,"Middle,Senior"
999,"WebGL/VueJS Frontend Developer (VueJS, NuxtJS, Frontend, TypeScript)","Front-End,VueJS,TypeScript,NuxtJS",https://topdev.vn/viec-lam/webgl-vuejs-frontend-developer-vuejs-nuxtjs-frontend-typescript-ycomm-viet-nam-2029790,2 năm,"Trưởng Nhóm,Middle,Senior"
1000,Network Engineer,"Cisco,CCNA,Network,LAN,CCNP",https://topdev.vn/viec-lam/network-engineer-netcompany-2029788,1 năm,"Junior,Middle"
1001,Backend Developer (Node.js & Elixir),"NodeJS,Back-End,Elixir - Rails",https://topdev.vn/viec-lam/backend-developer-node-js-elixir-littlelives-2029784,2 năm,Middle
1002,Senior QC Engineer,"QA/QC,Performance Testing,Manual Test",https://topdev.vn/viec-lam/senior-qc-engineer-younet-group-2029782,4 năm,Senior
1003,Chuyên viên Kiểm thử phần mềm (Tester),"Tester,Automation Tester,Manual Tester",https://topdev.vn/viec-lam/chuyen-vien-kiem-thu-phan-mem-tester-bidv-securities-company-bsc-2029817,Tất cả kinh nghiệm,All Levels
1004,Free Java Training 3 Months and Paid Intern 3 Months For Korean IT Companies,Java,https://topdev.vn/viec-lam/free-java-training-3-months-and-paid-intern-3-months-for-korean-it-companies-national-it-industry-promotion-agency-nipa-hcm-2029814,Không yêu cầu,"Fresher,Intern"
1005,Senior .NET Developer,"MVC,.NET,.NET Core,Entity Framework",https://topdev.vn/viec-lam/senior-net-developer-tma-tech-group-2029812,5 năm,Senior
1006,IT Technician,"IT Helpdesk,IT Support",https://topdev.vn/viec-lam/it-technician-abhorizon-2029821,1 năm,Junior
1007,Cloud System Manager,"Docker,Ansible,Kubernetes,Terraform",https://topdev.vn/viec-lam/cloud-system-manager-cb-i-digital-2029886,2 năm,Trưởng Nhóm
1008,Software Architect,"Cloud,Ansible,System",https://topdev.vn/viec-lam/software-architect-cb-i-digital-2029888,2 năm,Trưởng Nhóm
1009,"Front-end Developer (HTML, CSS, Javascript)","CSS,JavaScript,HTML,Front-End",https://topdev.vn/viec-lam/front-end-developer-html-css-javascript-chi-thanh-technology-2029641,06 tháng,"Fresher,Junior"
1010,Project Manager,"Project Manager,English,Software,Problem Solving Skill,Agile & Scrum",https://topdev.vn/viec-lam/project-manager-manifera-software-development-2029822,3 năm,"Trưởng Nhóm,Senior"
1011,FRONTEND ENGINEER - All Levels,"CSS,JavaScript,Front-End,VueJS",https://topdev.vn/viec-lam/frontend-engineer-all-levels-topdev-s-client-2026973,1 năm,Junior
1012,IT PROJECT MANAGER,"Project Manager, Business Analyst",https://topdev.vn/viec-lam/it-project-manager-yes4all-trading-services-company-limited-2027143,5 năm,Senior
1013,"HOT KMS Danang | One-day Hiring (Fresher Java, .NET, Tester, Low-code Engineer)","Java, .NET, Tester, QA, QC",https://topdev.vn/viec-lam/kms-danang-one-day-hiring-fresher-java-net-tester-low-code-engineer-kms-technology-2027141,Không yêu cầu,Fresher
1014,HOT Automation Engineer (Selenium C#),"C#, QA, QC, Automation Tester, Selenium",https://topdev.vn/viec-lam/automation-engineer-selenium-c-orient-software-development-corporation-2027142,2 năm,Middle
1015,HOT UI Designer for PayPense,UI Design,https://topdev.vn/viec-lam/ui-designer-for-paypense-hrs-group-2027140,4 năm,Senior
1016,HOT Senior Java Back-end Developer - Paypense (m/f/d),"Java, Back-End",https://topdev.vn/viec-lam/senior-java-back-end-developer-paypense-m-f-d-hrs-group-2027139,3 năm,Senior
1017,[ĐÀ NẴNG] Senior software Programmer (Java/JavaScript/NodeJS/MySQL),"AngularJS, Oracle, J2EE, Java, JavaScript, MySQL, JQuery, NodeJS, Spring",https://topdev.vn/viec-lam/da-nang-senior-software-programmer-java-javascript-nodejs-mysql-ntt-data-vietnam-2026824,3 năm,Senior
1018,[ĐÀ NẴNG ] Fresher/Junior Software Programmer (Java/.NET/PHP),"PHP, Java, .NET",https://topdev.vn/viec-lam/da-nang-fresher-junior-software-programmer-java-net-php-ntt-data-vietnam-2026820,Không yêu cầu,Fresher
1019,HOT [ĐÀ NẴNG] Leader Tester/QC/QA,"Lifecycle (sdlc), QC, Tester, QA, Automation Tester, Manual Tester",https://topdev.vn/viec-lam/da-nang-leader-tester-qc-qa-ntt-data-vietnam-2026825,3 năm,Trưởng Nhóm
1020,Java Software Programmer,Java,https://topdev.vn/viec-lam/java-software-programmer-ntt-data-vietnam-2026827,1 năm,"Junior,Middle,Senior"
1021,"Web Developer (ASP.NET) | Up to $2,000","ASP.NET, C#, .NET, JavaScript, ReactJS",https://topdev.vn/viec-lam/web-developer-asp-net-up-to-2-000-cong-ty-co-phan-cong-nghe-vu-thao-2026921,2 năm,Middle
1022,[HÀ NỘI] Senior System Analyst,System Admin,https://topdev.vn/viec-lam/ha-noi-senior-system-analyst-ntt-data-vietnam-2026828,1 năm,Trưởng Nhóm
1023,CHUYÊN VIÊN KIỂM THỬ PHẦN MỀM (TESTER),Tester,https://topdev.vn/viec-lam/chuyen-vien-kiem-thu-phan-mem-tester-cong-ty-co-phan-cong-nghe-vu-thao-2026927,1 năm,Junior
1024,Senior Line Manager,"Software Developer, Angular, JavaScript, ReactJS, Japanese, English",https://topdev.vn/viec-lam/senior-line-manager-shift-asia-2026926,5 năm,Trưởng phòng
